16.522585,0.3,94,26.141552
16.762585,0.4,95,27.345785
16.832584,0.3,94,29.749592
16.902586,0.3,94,31.731092
16.732586,0.3,94,31.765793
16.322586,0.3,94,30.351225
16.382586,0.4,95,27.009598
16.722586,0.3,95,24.023088
17.512585,0.3,94,22.768398
18.652586,0.5,92,25.282152
20.402586,0.4,85,31.09575
20.932585,0.5,82,34.09373
20.752584,0.3,82,35.98559
21.452585,0.1,80,34.268143
21.802586,0,80,34.608715
21.572586,0,81,33.75948
21.062586,0,83,31.106167
19.762585,0,92,27.532352
19.612585,0,93,25.49908
19.442585,0,95,23.617756
18.822586,0,94,27.609911
19.062586,0,95,26.474077
19.372585,0,94,26.282463
19.642586,0,95,25.600533
19.672585,0,95,23.166218
19.642586,0,96,22.039528
19.632586,0,96,19.09358
19.662584,0,96,17.84816
19.712585,0,96,18.161278
19.762585,0,96,18.289274
19.722586,0,96,18.472595
19.562586,0.2,96,18.681883
19.642586,0.2,95,18.35647
20.262585,0,94,18.278645
22.072586,0,90,20.87379
23.702585,0,83,23.532547
23.552586,0,81,24.66197
23.762585,0,82,25.812277
22.372585,0,88,25.20257
22.122585,0,88,24.063513
21.102585,0.1,93,22.415602
19.992586,0.5,96,22.077717
19.522585,0.3,96,22.90743
19.362585,0.1,96,22.9724
18.372585,0,92,28.657898
18.312586,0,93,28.503725
18.172585,0.2,93,29.46947
18.082584,0.1,94,28.99062
17.952585,0,94,28.01531
17.992586,0,95,26.434887
18.082584,0,94,25.189713
18.122585,0.2,95,24.023088
18.202585,0,95,22.38378
18.192585,0.1,95,21.566973
18.172585,0.2,95,20.08916
18.182585,0.1,96,20.523157
18.652586,0,93,21.915691
19.022585,0.1,92,21.897945
19.272585,0.4,91,21.650938
19.212585,0,91,21.203358
19.302586,0,91,22.322903
19.422585,0,90,23.950148
19.582584,0,88,23.1774
19.372585,0,89,22.915916
18.872585,0,91,20.929594
18.422585,0,94,18.59845
18.272585,0,95,16.08761
18.342585,0,96,15.408671
18.792585,0.1,96,16.299694
18.742586,0.1,96,20.188908
18.702585,0,96,19.171478
